Similar_Users,User1_id,User1_post,user1_Tags,user2_id,User2_post,user2_Tags
"(12515, 59943)",12515,"[8422, 8511, 10932, 11126, 11832, 12423, 12500, 12702, 12723, 13629, 14249, 15568, 16513, 16514, 16902, 18623, 19630, 20529, 20535, 28006, 31695, 33861, 39942]",predictive-modeling visualization machine-learning machine-learning reinforcement-learning reinforcement-learning supervised-learning deep-learning image-classification convnet machine-learning deep-learning machine-learning genetic-algorithms machine-learning convnet machine-learning tensorflow gpu machine-learning convnet algorithms autoencoder loss-function machine-learning convnet machine-learning supervised-learning finance machine-learning predictive-modeling marketing machine-learning classification predictive-modeling unbalanced-classes machine-learning neural-network deep-learning convnet computer-vision reinforcement-learning reinforcement-learning q-learning machine-learning machine-learning machine-learning keras lstm machine-learning,59943,none,none
"(12527, 27150)",12527,"[8586, 8587, 10750, 12092]",data-mining categorical-data linear-regression numerical clustering k-means missing-data history visualization data dimensionality-reduction bigdata distance methods,27150,none,none
"(12533, 71297)",12533,"[6944, 8681, 23008]",r time-series clustering k-means scikit-learn categorical-data machine-learning classification ranking scoring,71297,none,none
"(12536, 30786)",12536,[6947],data-mining data-cleaning,30786,[23872],r clustering k-means categorical-data
"(12556, 47473)",12556,[57976],python regression,47473,"[28818, 29051, 29139]",random-forest feature-engineering naive-bayes-classifier ranking machine-learning predictive-modeling feature-selection classification predictive-modeling dataset time-series regression
"(12557, 56412)",12557,"[6960, 8038, 12265]",machine-learning classification machine-learning classification python scikit-learn machine-learning nlp feature-selection feature-extraction multilabel-classification,56412,[35713],scikit-learn random-forest decision-trees accuracy machine-learning-model
"(12567, 56653)",12567,none,none,56653,[35964],deep-learning image-classification cnn computer-vision research
"(12572, 59803)",12572,[6971],r python decision-trees,59803,none,none
"(12573, 4676)",12573,none,none,4676,[5893],data-mining nlp information-retrieval language-model
"(12595, 10412)",12595,[15684],dataset similarity evaluation distance,10412,none,none
"(12597, 52299)",12597,[6995],machine-learning data-mining python nlp scikit-learn,52299,none,none
"(12614, 30740)",12614,[8004],metadata bioinformatics,30740,none,none
"(12663, 35820)",12663,[8029],classification performance dimensionality-reduction online-learning,35820,none,none
"(12674, 40305)",12674,none,none,40305,"[46295, 46900, 51749]",reinforcement-learning markov-process monte-carlo classification image-classification svm hyperparameter svm loss-function hinge-loss
"(12676, 66664)",12676,none,none,66664,[44745],python text-mining
"(12686, 16024)",12686,none,none,16024,"[10103, 10502, 10803, 10848, 11002, 22058]",python bigdata nlp scikit-learn dimensionality-reduction predictive-modeling word-embeddings word2vec gensim nlp word-embeddings terminology word2vec machine-learning python graphs multiclass-classification confusion-matrix dimensionality-reduction word-embeddings word2vec gensim cosine-distance tensorflow keras theano parallel
"(12687, 10992)",12687,none,none,10992,[15055],data-mining text-mining data-cleaning
"(12696, 37125)",12696,none,none,37125,[30849],neural-network aggregation
"(12701, 15933)",12701,none,none,15933,[10804],statistics time-series experiments ab-test
"(12707, 26316)",12707,none,none,26316,"[15235, 15239]",machine-learning classification neural-network correlation classification neural-network matlab performance
"(12710, 60465)",12710,[8054],algorithms markov-process,60465,none,none
"(12731, 27179)",12731,[25350],convnet inception,27179,none,none
"(12753, 13919)",12753,none,none,13919,[8731],machine-learning data-mining dataset recommender-system
"(12756, 51389)",12756,[8122],r,51389,none,none
"(12757, 59751)",12757,"[45593, 57536, 57597, 57773]",machine-learning word2vec pytorch python deep-learning pytorch image-recognition embeddings python pytorch pytorch,59751,none,none
"(12771, 39322)",12771,"[15119, 15208]",machine-learning r data-mining programming r dataset data-cleaning categorical-data,39322,[47934],machine-learning python scikit-learn predictive-modeling decision-trees
"(12787, 1273)",12787,none,none,1273,"[636, 685]",machine-learning bigdata data-mining dataset data-cleaning machine-learning data-mining r logistic-regression gradient-descent
"(12792, 51659)",12792,[14905],machine-learning r xgboost,51659,none,none
"(12801, 7746)",12801,[8099],classification bigdata,7746,none,none
"(12823, 43061)",12823,none,none,43061,[29581],machine-learning neural-network deep-learning nlp tensorflow
"(12859, 37234)",12859,[8129],machine-learning statistics image-classification,37234,none,none
"(12866, 35788)",12866,"[11171, 11581]",decision-trees machine-learning data-mining predictive-modeling time-series,35788,none,none
"(12869, 15056)",12869,none,none,15056,[15737],r dataset visualization data-cleaning graphical-model
"(12918, 61606)",12918,none,none,61606,[40359],regression matlab
"(12923, 54453)",12923,none,none,54453,[33875],machine-learning tensorflow natural-language-process
"(12930, 23632)",12930,none,none,23632,"[29336, 37389, 37394, 37660]",scikit-learn decision-trees decision-trees decision-trees decision-trees
"(12931, 33868)",12931,[8157],r statistics data,33868,[19977],beginner career
"(12936, 54228)",12936,[15056],tensorflow,54228,none,none
"(12942, 26124)",12942,[51388],dataset sql,26124,none,none
"(12963, -1)",12963,"[8561, 9136]",machine-learning rnn text-mining data-cleaning data-wrangling,-1,none,none
"(12996, 33489)",12996,[8203],machine-learning beginner,33489,none,none
"(12999, 50335)",12999,[8205],data-mining dataset data,50335,none,none
"(13018, 13341)",13018,none,none,13341,[8401],machine-learning parameter
"(13021, 63074)",13021,[19343],machine-learning predictive-modeling,63074,none,none
"(13023, 63272)",13023,"[8753, 9572, 9823, 15301, 31129, 42738, 57367]",nlp word-embeddings r software-development python neural-network deep-learning keras hyperparameter r feature-selection feature-extraction xgboost neural-network keras weighted-data r feature-engineering classification research,63272,none,none
"(13027, 6441)",13027,[8253],python pandas,6441,none,none
"(13029, 41478)",13029,none,none,41478,[24781],orange
"(13030, 13770)",13030,none,none,13770,[8654],machine-learning multiclass-classification
"(13034, 25604)",13034,"[9966, 10448]",data-mining visualization machine-learning bigdata predictive-modeling time-series optimization,25604,none,none
"(13053, 46211)",13053,none,none,46211,[28531],cnn
"(13056, 28583)",13056,"[8225, 8513, 16646]",machine-learning classification predictive-modeling supervised-learning regression svm .net deep-learning tensorflow,28583,none,none
"(13058, 61071)",13058,none,none,61071,"[39960, 39964, 40224]",machine-learning python nltk ipython machine-learning python nltk ipython machine-learning python natural-language-process jupyter ipython
"(13076, 5179)",13076,none,none,5179,[17508],python r linear-regression
"(13079, 31180)",13079,none,none,31180,"[19243, 19406, 25416, 26826, 33827]",pandas ipython python pandas indexing nlp word2vec word-embeddings gensim nlp sentiment-analysis twitter statistics
"(13087, 75744)",13087,"[13599, 15271, 19429]",classification clustering classification visualization text-mining data-cleaning recommender-system,75744,none,none
"(13108, 50247)",13108,none,none,50247,"[30881, 31041]",machine-learning evaluation machine-learning deep-learning
"(13120, 18442)",13120,[8264],machine-learning,18442,none,none
"(13121, 26955)",13121,none,none,26955,[15656],neural-network deep-learning
"(13132, 53570)",13132,"[8277, 8667, 8920]",machine-learning algorithms algorithms outlier machine-learning markov-process,53570,none,none
"(13165, 24375)",13165,"[9753, 9877, 9958, 10288, 10538, 13823, 14165, 14645, 14825, 16087, 28768]",machine-learning markov-process data-formats machine-learning clustering dataset visualization data-cleaning python data-cleaning weighted-data data-wrangling dataset data-cleaning ranking machine-learning classification algorithms beginner multiclass-classification machine-learning python regression decision-trees categorical-data python time-series data-cleaning pandas machine-learning neural-network image-classification convnet bigdata data databases sql data-cleaning javascript json neo4j,24375,none,none
"(13166, 41350)",13166,none,none,41350,"[30292, 30399]",machine-learning csv weka excel clustering weka
"(13170, 50532)",13170,none,none,50532,"[30432, 30817, 51567, 52126]",neural-network convnet cross-validation training neural-network deep-learning dataset image-recognition predictive-modeling missing-data data-imputation dataset bigdata data-cleaning data-wrangling
"(13185, 53928)",13185,none,none,53928,[33766],python bigdata numpy
"(13213, 45748)",13213,[58427],neural-network keras tensorflow training ensemble-modeling,45748,none,none
"(13226, 78057)",13226,[8338],statistics feature-selection,78057,none,none
"(13235, 776)",13235,"[15565, 15683, 19329, 21994]",tensorflow image-classification multilabel-classification image-recognition labels classification tensorflow image-classification image-recognition labels dataset data image-classification image-recognition privacy python pandas csv tableau,776,"[887, 20504]",data-cleaning evaluation time-series forecast
"(13237, 48966)",13237,"[28342, 28411]",gradient-descent machine-learning neural-network deep-learning scikit-learn gradient-descent,48966,none,none
"(13240, 8814)",13240,none,none,8814,[5386],machine-learning dataset statistics correlation deep-learning
"(13241, 15933)",13241,none,none,15933,[10804],statistics time-series experiments ab-test
"(13245, 2781)",13245,none,none,2781,[866],machine-learning r
"(13261, 58908)",13261,none,none,58908,[38086],neural-network lstm recurrent-neural-net
"(13285, 14461)",13285,"[8370, 8450, 8623]",text-mining similarity clustering cosine-distance classification,14461,none,none
"(13301, 5236)",13301,[33037],machine-learning deep-learning computer-vision generative-models,5236,none,none
"(13329, 1406)",13329,none,none,1406,"[6547, 11417, 14528]",machine-learning python data-mining anomaly-detection library machine-learning time-series anomaly-detection machine-learning data-mining predictive-modeling time-series anomaly-detection
"(13330, 33571)",13330,[26223],machine-learning python linear-regression,33571,none,none
"(13341, 13018)",13341,[8401],machine-learning parameter,13018,none,none
"(13344, 73827)",13344,none,none,73827,[51587],time-series clustering k-means
"(13351, 37279)",13351,none,none,37279,[23672],neural-network optimization
"(13380, 35506)",13380,[52096],clustering geospatial dbscan,35506,none,none
"(13409, 19242)",13409,none,none,19242,[12038],machine-learning python scikit-learn matlab
"(13413, 5091)",13413,"[8440, 8546, 9875, 10027, 12673, 14002]",machine-learning python scikit-learn decision-trees r performance time-series apache-spark time-series r neural-network time-series r time-series apache-spark performance,5091,"[2500, 2503, 2541, 2579, 2587, 2598, 2667, 3719, 4873, 5582, 5973, 6151, 6242, 8161, 8686, 8705, 8825, 8881, 10739, 10891, 12225, 12248, 15477, 16965, 17469, 17704, 17927, 17964, 19323, 24651, 24752, 44553, 49012, 54838]",machine-learning data-mining recommender-system machine-learning data-mining dataset recommender-system machine-learning data-mining dataset statistics recommender-system machine-learning data-mining statistics algorithms recommender-system machine-learning data-mining java apache-mahout machine-learning data-mining algorithms recommender-system python databases nosql data-mining graphs databases social-network-analysis python python regression machine-learning regression python named-entity-recognition python nlp java dataset categorical-data scoring normalization weighted-data python apache-mahout software-recommendation machine-learning graphs apache-mahout neo4j machine-learning data-mining python recommender-system python recommender-system apache-mahout machine-learning python clustering k-means scikit-learn python clustering k-means machine-learning python nlp text-mining machine-learning python neural-network nlp deep-learning python neural-network nlp information-retrieval word-embeddings python nlp named-entity-recognition stanford-nlp machine-learning data-mining bigdata apache-spark apache-hadoop machine-learning python classification clustering k-means nlp linear-algebra graphs neo4j python classification naive-bayes-classifier machine-learning classification data-mining nlp text-mining python data-mining text-mining algorithms optimization machine-learning python deep-learning keras scikit-learn machine-learning classification algorithms methodology
